GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000141527   17   78143791   78183130     91      17  65967     -0.45734      0.67628
ENSG00000181523   17   78180515   78194722     44       4  65967    -0.050733      0.52023
ENSG00000181045   17   78193498   78227299    106      12  65967      0.41198      0.34018
ENSG00000173821   17   78234665   78372586    232      27  65967       2.0564     0.019871
ENSG00000173818   17   78388965   78411886     42       7  65967     -0.10216      0.54069
ENSG00000171246   17   78440948   78451643      6       1  65967       1.3198     0.093444
ENSG00000141564   17   78518619   78940171   1394      48  65967        3.289   0.00050273
ENSG00000176108   17   78965398   78983317     27       4  65967       2.5672    0.0051258
ENSG00000175866   17   79008948   79091232    162      20  65967     -0.55711      0.71127
ENSG00000181409   17   79091095   79139877     35       4  65967     -0.81583       0.7927
ENSG00000141577   17   79163393   79196799     69       8  65967      0.18351       0.4272
ENSG00000167302   17   79202077   79212891     10       2  65967       1.2074      0.11365
ENSG00000224877   17   79213039   79215081      4       2  65967      0.28018      0.38967
ENSG00000157637   17   79218800   79269347    119      14  65967      0.51681      0.30265
ENSG00000185332   17   79285074   79304474     25       2  65967       0.8713       0.1918
ENSG00000184009   17   79476997   79490873     23       3  65967       1.2381      0.10784
ENSG00000185504   17   79506911   79520987     13       2  65967       1.2922     0.098144
ENSG00000182446   17   79523913   79615495    355      13  65967      0.97442      0.16492
ENSG00000185527   17   79617489   79630142     58       6  65967      0.22918      0.40936
ENSG00000204237   17   79632066   79633665      1       1  65967      -1.7577       0.9606
ENSG00000185298   17   79633394   79640934     39       4  65967       1.1943      0.11619
ENSG00000214087   17   79648204   79650954      8       1  65967       1.4653     0.071423
ENSG00000185359   17   79650356   79670168     74       7  65967      0.60593      0.27228
ENSG00000262814   17   79670387   79674556     14       3  65967      0.66875      0.25183
ENSG00000262660   17   79670401   79687569     44       5  65967       0.9778      0.16409
ENSG00000183048   17   79670404   79688042     44       5  65967       0.9778      0.16409
ENSG00000225663   17   79780287   79791178      8       1  65967      -0.1379      0.55484
ENSG00000182676   17   79791368   79792926      2       1  65967     -0.31272      0.62275
ENSG00000185624   17   79801035   79818570     22       1  65967     -0.28648      0.61274
ENSG00000141522   17   79825597   79829282      3       1  65967      -1.2082      0.88652
ENSG00000169738   17   79993012   79995608     13       1  65967      -1.5106      0.93456
ENSG00000169733   17   80005778   80009707      8       1  65967       1.4368     0.075388
ENSG00000169727   17   80008567   80015346      1       1  65967       1.3532      0.08799
ENSG00000169718   17   80015382   80023763      2       1  65967       1.8183     0.034507
ENSG00000169710   17   80036214   80056208     17       3  65967      0.27468      0.39178
ENSG00000176155   17   80059336   80170706    419       5  65967       1.5454     0.061121
ENSG00000141526   17   80186273   80219005      5       2  65967      0.12853      0.44886
ENSG00000141551   17   80196899   80231607      1       1  65967     -0.75708       0.7755
ENSG00000141574   17   80278900   80291950     32       1  65967       1.3004      0.09673
ENSG00000182459   17   80317123   80321652      8       2  65967       1.3513     0.088294
ENSG00000181408   17   80332153   80333462      1       1  65967      0.52584       0.2995
ENSG00000181396   17   80347099   80376513     44       7  65967     -0.55506      0.71057
ENSG00000169660   17   80376194   80400521     42       5  65967      -1.5646      0.94116
ENSG00000178927   17   80400465   80408705     24       4  65967      -1.7252      0.95776
ENSG00000141562   17   80416056   80448413     62       7  65967      -2.3191      0.98981
ENSG00000141568   17   80477589   80602538    341      29  65967       1.8208     0.034316
ENSG00000141580   17   80572438   80606429     78      10  65967       1.9198     0.027443
ENSG00000141542   17   80612849   80656604     58      11  65967        0.679      0.24857
ENSG00000141560   17   80674559   80688204     36       6  65967     -0.86933      0.80767
ENSG00000167363   17   80693451   80709073     46       6  65967     -0.61946      0.73219
ENSG00000141556   17   80709940   80900724    512      17  65967      0.29782      0.38292
ENSG00000141579   17   80787311   80798454     29       4  65967      0.19179      0.42395
ENSG00000175711   17   80900031   81009686    359      26  65967       1.0627      0.14396
ENSG00000101557   18     158383     214629     90      10  65967      0.85797      0.19546
ENSG00000079134   18     214520     268050     75       8  65967      0.66249      0.25383
ENSG00000158270   18     319361     500722    642      49  65967       1.0012      0.15836
ENSG00000177143   18     580367     581524      1       1  65967       1.0241       0.1529
ENSG00000079101   18     596988     650334     69      13  65967      0.58012      0.28092
ENSG00000176912   18     641320     658340     11       3  65967     -0.03672      0.51465
ENSG00000176890   18     657604     673578     48       3  65967      0.42964      0.33373
ENSG00000132199   18     670324     712676    192      13  65967     -0.27703      0.60912
ENSG00000176105   18     721588     812547    205      16  65967       1.3251      0.09257
ENSG00000101574   18    2537524    2571508    114      10  65967      0.64302       0.2601
ENSG00000080986   18    2571510    2616634    104      11  65967       1.1333      0.12853
ENSG00000101596   18    2655737    2805015    383      14  65967       0.6545      0.25639
ENSG00000132205   18    2847028    2915991     60      12  65967      -1.7094      0.95631
ENSG00000101577   18    2916992    3013313    182      15  65967       1.0374      0.14978
ENSG00000101605   18    3066805    3220106    394      41  65967     -0.32274      0.62655
ENSG00000101608   18    3247479    3256234     34       4  65967     -0.37271      0.64532
ENSG00000118680   18    3261907    3278282     27       3  65967      0.43541      0.33163
ENSG00000177426   18    3411606    3458409     47       7  65967      0.41083       0.3406
ENSG00000170579   18    3496030    4455335   2114     176  65967     -0.92946      0.82367
ENSG00000231824   18    5145284    5197502     99      15  65967      0.85997       0.1949
ENSG00000198081   18    5289018    5297052     19       3  65967       1.3712      0.08516
ENSG00000082397   18    5392383    5630699    425      33  65967      0.69468      0.24363
ENSG00000206432   18    5882071    5895954     14       2  65967       2.1874     0.014358
ENSG00000154655   18    5954705    6415236    827      56  65967       2.3995    0.0082076
ENSG00000265944   18    6511415    6590652    209      31  65967      -1.5134      0.93491
ENSG00000088756   18    6729717    6915715    350      33  65967       1.2654      0.10286
ENSG00000101680   18    6941743    7117813    352      48  65967      -1.1163      0.86786
ENSG00000173482   18    7566780    8406859   1655     107  65967        2.249     0.012257
ENSG00000206418   18    8609443    8639379     75       6  65967       1.2343      0.10854
ENSG00000168502   18    8705659    8832776    316      36  65967      0.15368      0.43893
ENSG00000178127   18    9102628    9134343     44       6  65967       3.6069   0.00015494
ENSG00000101745   18    9136226    9285983    266      12  65967       2.5527    0.0053446
ENSG00000128791   18    9334765    9402418    178      12  65967       2.8374    0.0022741
ENSG00000017797   18    9475007    9538114    178      18  65967       1.8766     0.030287
ENSG00000154845   18    9546789    9615238    160      16  65967       1.0857      0.13881
ENSG00000168461   18    9708162    9862548    445      66  65967      -0.4455      0.67202
ENSG00000168454   18    9885763    9889272     15       5  65967     -0.71376      0.76231
ENSG00000101558   18    9913999    9960018    108      15  65967      0.74262      0.22885
ENSG00000154856   18   10454625   10489945     86      10  65967      -0.5707       0.7159
ENSG00000134265   18   10525902   10552758     52       3  65967       -0.967      0.83323
ENSG00000154864   18   10666480   11148587   1408      96  65967      0.19767      0.42165
ENSG00000141404   18   11688955   11885684    471      23  65967       1.3122     0.094731
ENSG00000255112   18   11851395   11854448      1       1  65967       1.9055      0.02836
ENSG00000154889   18   11882621   11909222     55       8  65967       1.1546      0.12413
ENSG00000141401   18   11981024   12030876    190      19  65967       1.2295      0.10944
ENSG00000181626   18   12093852   12129748     96       5  65967       1.5552     0.059953
ENSG00000176194   18   12254318   12277594     46       7  65967      0.45081      0.32606
ENSG00000176014   18   12307668   12344319     88       5  65967     -0.62051      0.73254
ENSG00000141385   18   12328943   12377313     77       5  65967     -0.47974      0.68429
ENSG00000141391   18   12407895   12432237     61      11  65967      0.10057      0.45995
ENSG00000134278   18   12446511   12658133    506      21  65967      0.50301      0.30748
ENSG00000128789   18   12658737   12725739    158      11  65967       1.7889     0.036817
ENSG00000101624   18   12661832   12702776     97       8  65967         1.77     0.038366
ENSG00000175354   18   12785477   12929642    304      25  65967      -1.5897      0.94404
ENSG00000085415   18   12947132   12987535     88      10  65967      0.98525      0.16225
ENSG00000101639   18   12991361   13125051    334      18  65967      0.59144      0.27711
ENSG00000168675   18   13217497   13652754    825      80  65967     -0.96138      0.83182
ENSG00000177150   18   13663346   13726662    140      15  65967       1.3904     0.082205
ENSG00000101654   18   13726659   13764557     78      10  65967       1.2328      0.10883
ENSG00000176136   18   13824154   13826861     16       3  65967      0.45014       0.3263
ENSG00000185231   18   13882043   13915706    102       6  65967     -0.33739      0.63209
ENSG00000175322   18   14057456   14132489    102       9  65967       1.0136      0.15538
ENSG00000180777   18   14728271   14852737    180       9  65967       1.2207       0.1111
ENSG00000067900   18   18526867   18691812     61       3  65967      -2.2291       0.9871
ENSG00000141449   18   18822203   19105378    185       9  65967      -2.1227      0.98311
ENSG00000141446   18   19109242   19180845     53       4  65967      -1.4314      0.92384
ENSG00000167088   18   19192228   19210417     18       2  65967      -1.8032      0.96432
ENSG00000158201   18   19230858   19284766     55       4  65967       -1.246      0.89363
ENSG00000101752   18   19284918   19450918    168      11  65967     -0.48558      0.68637
ENSG00000141448   18   19749404   19782491      9       3  65967      -1.1621       0.8774
ENSG00000101773   18   20378224   20606451    336      10  65967      0.52341      0.30035
ENSG00000134508   18   20714528   20840431    142      17  65967       1.4694     0.070868
ENSG00000134490   18   20777108   21017925    340      30  65967       1.1423      0.12666
ENSG00000101782   18   21032787   21066567     63      10  65967      0.92731      0.17688
ENSG00000141452   18   21083473   21111746     31       3  65967     -0.15691      0.56234
ENSG00000141458   18   21086148   21166862     94       5  65967     -0.73809      0.76977
ENSG00000154065   18   21178890   21242849     44       8  65967     -0.20714      0.58205
ENSG00000053747   18   21269407   21535030    325      12  65967      0.40261      0.34362
ENSG00000168234   18   21572737   21715574    265      24  65967      -0.1009      0.54018
ENSG00000154040   18   21718942   21741567     32       4  65967        0.599      0.27459
ENSG00000141447   18   21742008   21977844    380      43  65967      0.85229      0.19703
ENSG00000154059   18   22006580   22033499     55       6  65967    -0.018472      0.50737
ENSG00000134489   18   22040593   22059921     53      13  65967      0.95387      0.17008
ENSG00000198795   18   22641890   22932154    484      49  65967     -0.60432      0.72718
ENSG00000141380   18   23596578   23671181     95       6  65967     -0.69164      0.75542
ENSG00000154611   18   23713816   23773319     87       6  65967     -0.45936      0.67701
ENSG00000141384   18   23805900   23971649    349      18  65967      0.33411      0.36915
ENSG00000134504   18   24034874   24237365    406      54  65967     -0.43423      0.66794
ENSG00000171885   18   24432002   24445782     23       5  65967      0.90443      0.18288
ENSG00000154080   18   24495595   24765281    636      32  65967      0.93593      0.17465
ENSG00000170558   18   25530930   25757410    364      24  65967     0.085629      0.46588
ENSG00000134762   18   28569974   28622781    120      10  65967      0.74275      0.22882
ENSG00000134755   18   28645940   28682378     38       8  65967      0.43519      0.33171
ENSG00000134765   18   28709199   28742819    124       8  65967     -0.61989      0.73233
ENSG00000134760   18   28898052   28936992    133       7  65967      0.91784      0.17935
ENSG00000175065   18   28956740   28994875     65       5  65967     -0.30977      0.62163
ENSG00000134757   18   29027758   29058665    105      11  65967         1.74     0.040928
ENSG00000046604   18   29078006   29128971     99       8  65967     -0.47059      0.68103
ENSG00000118271   18   29171689   29178974      8       2  65967    -0.040814      0.51628
ENSG00000118276   18   29202210   29265799     95      11  65967       1.3546     0.087771
ENSG00000141437   18   29339525   29340843      1       1  65967      0.38397       0.3505
ENSG00000153339   18   29409136   29533099    240      16  65967       1.3712     0.085151
ENSG00000101695   18   29598335   29653176     90      11  65967      -1.4453      0.92581
ENSG00000134758   18   29671818   29711524     67       9  65967     -0.50509      0.69325
ENSG00000141441   18   29704840   30050447    733      35  65967      0.92126      0.17846
ENSG00000141434   18   29765032   29800367     87      10  65967       1.8792     0.030107
ENSG00000197705   18   30252634   30353025    196       7  65967       1.6581     0.048653
ENSG00000166960   18   30517366   31021065    739      17  65967      -1.1778      0.88056
ENSG00000141431   18   31158579   31331156    296      16  65967     -0.14136      0.55621
ENSG00000101746   18   31431064   31804916    567      33  65967       2.9838    0.0014236
ENSG00000134769   18   32073254   32471808    719      18  65967      0.53084      0.29776
ENSG00000166974   18   32556892   32723434    287      22  65967        1.077      0.14074
ENSG00000186812   18   32820994   32847097     27       6  65967       1.1782      0.11935
ENSG00000186814   18   32831032   32870196     46       6  65967        1.456     0.072691
ENSG00000172466   18   32912176   32925446     20       4  65967      0.46688      0.32029
ENSG00000186496   18   32946661   32957301     15       4  65967       0.7305      0.23254
ENSG00000153391   18   33032194   33077955     56       8  65967       1.2197      0.11129
ENSG00000141429   18   33161081   33291798    320      12  65967    -0.066736       0.5266
ENSG00000141428   18   33552046   33559241     11       1  65967       1.7352     0.041351
ENSG00000141425   18   33564350   33647539    111       6  65967       1.7682     0.038514
ENSG00000141424   18   33688495   33709348     34       3  65967        1.396     0.081364
ENSG00000134759   18   33709407   33757909    116      10  65967       1.6284     0.051721
ENSG00000075643   18   33767482   33852120    200      23  65967     -0.59899      0.72541
ENSG00000134775   18   33877677   34360018    948      66  65967       1.6901     0.045508
ENSG00000134779   18   34359987   34409158     80       4  65967      -1.5476      0.93914
ENSG00000150477   18   34409069   34812135    574       9  65967      -1.6876      0.95425
ENSG00000101489   18   34823010   35146000    645      69  65967      0.82291      0.20528
ENSG00000078142   18   39535171   39667794    138       7  65967       1.1758      0.11983
ENSG00000152214   18   40323192   40695657    683      41  65967  -0.00010086      0.50004
ENSG00000132872   18   40847843   40857615      9       3  65967      0.68864      0.24553
ENSG00000152217   18   42260138   42648475    553      57  65967      -1.3218      0.90688
ENSG00000132874   18   42792960   43263072   1180      74  65967       1.6858      0.04592
ENSG00000141469   18   43304092   43332485     95       5  65967      -1.2363      0.89184
ENSG00000197046   18   43405477   43424045     27       5  65967     -0.54646      0.70763
ENSG00000152223   18   43427574   43547240    199      14  65967      -1.6938      0.95485
ENSG00000152229   18   43563502   43652238    196      12  65967      0.16814      0.43324
ENSG00000152234   18   43664110   43684300     76       6  65967      0.60363      0.27304
ENSG00000152240   18   43684298   43708299     59       6  65967        1.032      0.15104
ENSG00000152242   18   43753519   43846949     93       3  65967     -0.66256      0.74619
ENSG00000141622   18   43906772   44043103    212      26  65967       1.9558     0.025245
ENSG00000167210   18   44056935   44236996    499      47  65967       3.2139   0.00065475
ENSG00000101638   18   44259081   44339220    206      37  65967    -0.039585      0.51579
ENSG00000078043   18   44388353   44500123    172       8  65967       1.3899     0.082275
ENSG00000167216   18   44497455   44627658    228      15  65967       1.8587     0.031538
ENSG00000206181   18   44558943   44561988      9       3  65967       2.0726     0.019103
ENSG00000167220   18   44633774   44676891    106      10  65967     -0.22077      0.58736
ENSG00000267228   18   44661027   44702652    112       8  65967   -0.0063768      0.50254
ENSG00000134049   18   44681413   44702745     45       4  65967     -0.23235      0.59187
ENSG00000215474   18   44746293   44775554     47       5  65967      -1.4001      0.91926
ENSG00000175387   18   45357922   45457515    131       6  65967      0.55767      0.28854
ENSG00000184828   18   45553044   45937123    968     112  65967       2.5903    0.0047944
ENSG00000134030   18   46065417   46389588    783      85  65967      0.18254      0.42758
ENSG00000101665   18   46446223   46477081     63      13  65967     -0.96926      0.83379
ENSG00000141627   18   46570039   46987717    901      21  65967       2.0993     0.017894
ENSG00000177576   18   47008028   47013622     13       4  65967      0.36398      0.35794
ENSG00000265681   18   47014851   47018906     10       3  65967     -0.15102      0.56002
ENSG00000101670   18   47087069   47119272     49      10  65967      0.68417      0.24693
ENSG00000167315   18   47309869   47340330     56       8  65967       1.6078     0.053943
ENSG00000167306   18   47349183   47721463   1214      51  65967       1.8813     0.029966
ENSG00000172361   18   47753563   47792892     81       6  65967       0.7052      0.24034
ENSG00000141644   18   47793252   47808144     21       4  65967     -0.10959      0.54363
ENSG00000154832   18   47808713   47814674      9       4  65967      -1.1329      0.87138
ENSG00000154839   18   47901365   47920543     54       5  65967     -0.79922      0.78792
ENSG00000141639   18   48086448   48258194    320      32  65967       1.8743     0.030442
ENSG00000134042   18   48324574   48351772     92      16  65967      0.44205      0.32923
ENSG00000082212   18   48405419   48474691     86       5  65967     -0.83409      0.79788
ENSG00000141642   18   48494361   48514491     11       2  65967      0.18044      0.42841
ENSG00000141646   18   48494410   48611415     75       3  65967       0.2461       0.4028
ENSG00000176624   18   48700920   48744674     74       5  65967       3.1014   0.00096304
ENSG00000187323   18   49866542   51057784   3789      85  65967       3.9503   3.9032e-05
ENSG00000134046   18   51679079   51751158    106      10  65967      0.88493       0.1881
ENSG00000101751   18   51795774   51847636    139       8  65967      -1.0866       0.8614
ENSG00000174448   18   51850728   51884334     81       6  65967     -0.62647       0.7345
ENSG00000166845   18   51884287   51911588     88       5  65967      0.34495      0.36507
ENSG00000178690   18   52254988   52266724     15       4  65967      0.74405      0.22842
ENSG00000041353   18   52385091   52562747    466      21  65967        1.421     0.077652
ENSG00000166510   18   52568740   52626739    110      11  65967      0.33836      0.36754
ENSG00000196628   18   52889562   53332018    574      37  65967       7.0626   8.1732e-13
ENSG00000091164   18   54264439   54318831     72       5  65967      -2.3106      0.98957
ENSG00000091157   18   54318574   54698828    621      36  65967      0.56091      0.28743
ENSG00000228075   18   54814293   54817531      8       2  65967      -2.8725      0.99796
ENSG00000177511   18   55018044   55038962     40       5  65967     -0.84303      0.80039
ENSG00000119547   18   55102917   55158529    133      11  65967      0.13412      0.44665
ENSG00000066926   18   55215515   55254004     87      13  65967     -0.11749      0.54676
ENSG00000134440   18   55267888   55289445     63      10  65967    -0.027408      0.51093
ENSG00000081923   18   55313658   55470333    364      41  65967      0.50168      0.30795
ENSG00000049759   18   55711599   56068772    798      57  65967       1.0826      0.13948
ENSG00000198796   18   56148479   56296189    442      49  65967     -0.56014      0.71231
ENSG00000172175   18   56338618   56417371    178      16  65967     -0.47978      0.68431
ENSG00000074657   18   56529832   56653712    265      17  65967     0.021359      0.49148
ENSG00000166562   18   56806709   56826068     64       7  65967       1.2067      0.11377
ENSG00000134443   18   56887400   56898006      5       1  65967     -0.53615      0.70407
ENSG00000134438   18   56934267   56941318     12       1  65967     -0.67853      0.75128
ENSG00000166569   18   56942388   56985881    144      14  65967       0.3162      0.37593
ENSG00000074695   18   56995055   57027194     80       8  65967       1.1824      0.11853
ENSG00000183287   18   57098172   57364612    758      54  65967      0.53809      0.29526
ENSG00000141682   18   57567180   57571538      5       2  65967      0.53749      0.29546
ENSG00000101542   18   59000815   59223006    281      55  65967     -0.80721      0.79023
ENSG00000176641   18   59475296   59561480    261      19  65967      0.84951       0.1978
ENSG00000197563   18   59710800   59854351    489      13  65967       1.8421     0.032732
ENSG00000134444   18   59854491   59974355    294      14  65967       1.2945     0.097749
ENSG00000141655   18   59992520   60058516    213      33  65967      0.63173      0.26378
ENSG00000141664   18   60190240   60254942    131      15  65967       2.1825     0.014538
ENSG00000081913   18   60382672   60647666    350      18  65967      0.81666      0.20706
ENSG00000171791   18   60790579   60987361    321      48  65967      0.89063      0.18656
ENSG00000119537   18   60994959   61034743     71       9  65967       1.8744      0.03044
ENSG00000119541   18   61056423   61089716     65       5  65967       1.2423      0.10707
ENSG00000206075   18   61143994   61172318    117       7  65967      -1.1536      0.87568
ENSG00000166634   18   61223393   61234244     27       3  65967      0.67292       0.2505
ENSG00000197641   18   61254223   61271873     20       4  65967      0.86949      0.19229
ENSG00000206073   18   61304493   61311532      4       1  65967        1.145       0.1261
ENSG00000057149   18   61322431   61329197      9       3  65967       1.0525      0.14628
ENSG00000166396   18   61420169   61472604    165      14  65967      0.11169      0.45553
ENSG00000197632   18   61538926   61571124    104       2  65967      -1.5342      0.93751
ENSG00000242550   18   61564408   61603345    152       5  65967      -2.0384      0.97924
ENSG00000221887   18   61616535   61649008     80       8  65967      -2.4227       0.9923
ENSG00000166401   18   61637159   61672278     52      13  65967      0.66843      0.25193
ENSG00000081138   18   63417488   63548638    317      12  65967      0.48986      0.31212
ENSG00000071991   18   64168320   64271375    174      17  65967        1.073      0.14164
ENSG00000171451   18   65173819   65184217     12       4  65967    0.0085965      0.49657
ENSG00000166479   18   66340925   66382535     36       1  65967     0.092803      0.46303
ENSG00000150636   18   66382446   66722426    596      38  65967       2.0085     0.022298
ENSG00000206052   18   67068291   67516323   1336      93  65967      0.83518      0.20181
ENSG00000150637   18   67498394   67629039    217      22  65967    -0.034665      0.51383
ENSG00000176225   18   67671029   67873181    284       9  65967     -0.29399      0.61562
ENSG00000170677   18   67956137   67997436    119      16  65967     -0.75015      0.77342
ENSG00000263417   18   68297755   68317980     51       7  65967      0.36414      0.35788
ENSG00000141668   18   70203915   70305756    181      14  65967     -0.13125      0.55221
ENSG00000166342   18   70409549   70535381    371      27  65967       0.6955      0.24337
ENSG00000141665   18   71740588   71815100    197       9  65967      -0.9411      0.82667
ENSG00000075336   18   71815746   71826197     41       3  65967      -1.0541      0.85408
ENSG00000166347   18   71920530   71959251     97       5  65967      -1.2664      0.89732
ENSG00000206043   18   71983048   72026422     90       6  65967     -0.72416      0.76552
ENSG00000187773   18   72102963   72125179     29       5  65967      0.19949      0.42094
ENSG00000133313   18   72163051   72188366     73       8  65967      -1.7821      0.96263
ENSG00000150656   18   72201675   72254448     90      18  65967      0.24391      0.40365
ENSG00000215421   18   72265106   72777627    714      27  65967       2.2168     0.013318
ENSG00000180011   18   72907063   72921303     21       4  65967     -0.60704      0.72809
ENSG00000179981   18   72922710   73001905    183      21  65967     0.040641      0.48379
ENSG00000206026   18   73121431   73139658     50       6  65967       2.3564    0.0092267
ENSG00000101493   18   74069644   74207146    246      17  65967      0.67983      0.24831
ENSG00000130856   18   74534563   74682683    310      14  65967      -1.1186      0.86835
ENSG00000197971   18   74690783   74845639    473      67  65967       1.0168      0.15462
ENSG00000166573   18   74962505   74980858     75      14  65967      0.11423      0.45453
ENSG00000256463   18   76740275   76762677     30       6  65967    -0.022332      0.50891
ENSG00000166377   18   76829285   77138283    750      18  65967       0.1442      0.44267
ENSG00000131196   18   77155856   77289325    292      15  65967      -1.5167      0.93533
ENSG00000060069   18   77439801   77514510    234      15  65967       2.9871    0.0014083
ENSG00000178342   18   77623668   77660184    113      11  65967        3.329   0.00043575
ENSG00000122490   18   77662420   77711664     73       8  65967       3.0953   0.00098313
ENSG00000226742   18   77724561   77730822     15       3  65967       2.5915     0.004778
ENSG00000141759   18   77732867   77793949    140      11  65967       2.9456    0.0016117
ENSG00000101546   18   77794358   77806397     35       4  65967       2.9799    0.0014415
ENSG00000101544   18   77866915   77905406    111       8  65967       1.5848     0.056511
ENSG00000178184   18   77915115   78005429    185      16  65967       1.4732     0.070343
ENSG00000141934   19     281040     291393      1       1  65967      0.37266       0.3547
ENSG00000105556   19     305575     344798    137       7  65967      -1.7032      0.95573
ENSG00000105549   19     361750     376013      1       1  65967     -0.59686       0.7247
ENSG00000129946   19     416583     460996      4       2  65967       1.5334     0.062583
ENSG00000181781   19     463346     474983      2       1  65967      -0.4542      0.67516
ENSG00000141933   19     507299     519654      2       1  65967      0.58713      0.27856
ENSG00000070423   19     647526     663277      2       1  65967       1.6516     0.049312
ENSG00000070404   19     676392     683385      3       1  65967      0.67617      0.24946
ENSG00000099812   19     751126     764319      2       1  65967     -0.39865      0.65492
ENSG00000011304   19     797075     812327     14       2  65967       1.7699     0.038374
ENSG00000175221   19     867962     893218     14       1  65967      0.15964      0.43658
ENSG00000065268   19     983174     994569      7       1  65967       1.6514     0.049326
ENSG00000064666   19    1026298    1039068      3       1  65967      0.63537      0.26259
ENSG00000064687   19    1040102    1065571     12       1  65967       1.9915     0.023213
ENSG00000180448   19    1065922    1086627      4       1  65967       2.5113    0.0060141
ENSG00000167468   19    1103936    1106787      3       1  65967       2.7155    0.0033089
ENSG00000064932   19    1107636    1174282     42       4  65967       2.4305    0.0075395
ENSG00000099622   19    1259384    1274879      8       1  65967      0.75072      0.22641
ENSG00000228300   19    1275026    1279248      2       1  65967      0.91671      0.17965
ENSG00000160953   19    1285890    1378430     51       7  65967       1.9952     0.023012
ENSG00000115286   19    1383526    1395583     15       2  65967        2.836    0.0022839
ENSG00000071626   19    1407568    1435719     17       2  65967     -0.76673      0.77838
ENSG00000185988   19    1524073    1535455      1       1  65967      -1.1288       0.8705
ENSG00000071564   19    1609291    1652604      8       1  65967      0.28375       0.3883
ENSG00000205922   19    1752372    1780987      5       1  65967      0.83669      0.20138
ENSG00000130270   19    1782074    1812275     19       2  65967      0.66448      0.25319
ENSG00000079313   19    1815248    1848452     48       4  65967       2.8792    0.0019934
ENSG00000129911   19    1852399    1863567     13       2  65967       3.4566   0.00027353
ENSG00000129968   19    1876809    1885546     10       1  65967       1.9491     0.025644
ENSG00000227500   19    1905213    1926016     33       4  65967      0.50142      0.30804
ENSG00000213638   19    1905377    1913444     15       1  65967     -0.16642      0.56609
ENSG00000133275   19    1941188    1981337     87       7  65967       3.1059    0.0009486
ENSG00000133243   19    1985447    2034880     15       3  65967        2.299     0.010753
ENSG00000065000   19    2100988    2164464    175      13  65967       2.3101     0.010441
ENSG00000104885   19    2164148    2232577    110      11  65967        3.116   0.00091662
ENSG00000104886   19    2230002    2237703      7       1  65967       2.5367    0.0055953
ENSG00000104897   19    2236520    2248678     17       3  65967       2.5347    0.0056276
ENSG00000104899   19    2249308    2252072      1       1  65967      -1.4445       0.9257
ENSG00000167476   19    2252251    2269758      5       1  65967       2.4669     0.006814
ENSG00000104904   19    2269485    2273487      3       1  65967        2.617    0.0044355
ENSG00000188305   19    2274631    2282181      1       1  65967       2.5969     0.004704
ENSG00000220008   19    2289774    2308156      1       1  65967       1.0907       0.1377
ENSG00000130332   19    2321516    2328619     17       3  65967      -1.0871       0.8615
ENSG00000178297   19    2389769    2426237     94       6  65967      -1.0244      0.84717
ENSG00000099800   19    2425622    2427892      4       2  65967        -1.17        0.879
ENSG00000176619   19    2427636    2456994     47       4  65967      -1.9934      0.97689
ENSG00000176533   19    2511217    2702707    227      29  65967       2.5434    0.0054897
ENSG00000141873   19    2732202    2740150      6       1  65967       2.1241     0.016831
ENSG00000104969   19    2754712    2783369     45       1  65967      0.45292       0.3253
ENSG00000172009   19    2785458    2813599     33       1  65967      -1.0712      0.85796
ENSG00000172006   19    2819872    2835771     51       7  65967       2.8863    0.0019492
ENSG00000186300   19    2841433    2860482     45       6  65967       2.7526    0.0029562
ENSG00000172000   19    2867333    2878515      2       1  65967     -0.38279      0.64906
ENSG00000171970   19    2900896    2918474     48       4  65967     -0.18089      0.57177
ENSG00000175691   19    2933216    2944969      7       1  65967      0.81278      0.20817
ENSG00000065717   19    2997636    3047633     56       7  65967     -0.39659      0.65417
ENSG00000088256   19    3094408    3124002     59       5  65967      0.30797      0.37905
ENSG00000060558   19    3136191    3163767     45       7  65967       0.6072      0.27186
ENSG00000125912   19    3185561    3209573     51       3  65967      0.32548      0.37241
ENSG00000161082   19    3224701    3297074    126       9  65967     -0.39701      0.65432
ENSG00000141905   19    3359561    3469215    106      13  65967      0.16241      0.43549
ENSG00000095932   19    3474405    3480540      1       1  65967       0.8345        0.202
ENSG00000129932   19    3490819    3500938     12       2  65967      0.52469       0.2999
ENSG00000105325   19    3506271    3538328     42       4  65967     -0.94748       0.8283
ENSG00000161091   19    3538259    3574288     14       3  65967     -0.63038      0.73578
ENSG00000183397   19    3539152    3544028      7       2  65967     -0.54742      0.70796
ENSG00000179855   19    3585551    3593539      1       1  65967     -0.24869       0.5982
ENSG00000006638   19    3594504    3606838      1       1  65967     -0.95932       0.8313
ENSG00000105298   19    3610639    3626813     40       3  65967     -0.19254      0.57634
ENSG00000186111   19    3630181    3700477     73       7  65967     -0.62427      0.73377
ENSG00000105289   19    3708107    3750811     40       5  65967      0.76025      0.22355
ENSG00000011132   19    3750817    3761697     23       4  65967       0.9464      0.17197
ENSG00000183617   19    3762662    3768573     10       2  65967     -0.57948      0.71887
ENSG00000173976   19    3769087    3772233      7       2  65967     -0.83831      0.79907
ENSG00000105278   19    3804022    3869030    145      12  65967       1.8326     0.033432
ENSG00000167654   19    3879862    3928077     16       3  65967      0.55209      0.29044
